id;Name;ShortDes;Color;Varietal;Price;Size;ABV;Country;Region;Closure;Taste;Smell;Description
100103;2014 Stags Leap Winery Cabernet Sauvignon;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];38.68;750 mL;13.8;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;"This is a fresh, juicy wine with well-delineated blueberry and blackberry flavors buoyed by fresh herbs and a touch of spice. The oak is seamlessly integrated, showcasing rather than masking the fruit, and the tannins are reactive without being aggressive. Long on fruit, this is a coherent, focused and bright Napa Valley Cabernet Sauvignon."" -Winery"
100119;2015 Torre Rosazza Pinot Bianco;Pinot Bianco / Pinot Blanc from Italy;White;['Pinot Bianco / Pinot Blanc'];15.99;750 mL;13.0;Italy;Friuli-Venezia Giulia;Cork;apple,   lemon,   citrus,   apricot and   acidic;apple,   lemon,   honeysuckle,   spice and   floral;Pinot Bianco is an international vine that’s widespread in Burgundy and Germany. It is found in the Colli Friulani territory, one of Italy’s most famous wine-producing areas, whose characteristics enhance this grape’s typical qualities: great structure, good body and an interesting level of acidity.
100125;2014 Napanook;Blend from United States;Red;['Cabernet Sauvignon', 'Petit Verdot', 'Cabernet Franc'];69.99;750 mL;14.5;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   lead,   cedar,   molasses,   dark fruit,   tobacco,   raspberry,   cassis,   violet,   pepper and   green bean;currant,   blackberry,   cherry,   cedar,   cigar box,   mocha,   leather,   vanilla,   tobacco,   broccoli,   berry and   flower;The 2014s, where the production of Napanook was only 2,200 cases and Dominus slightly more than the 2015 at 4,000 cases, was another early harvest, although somewhat later than 2015. The 2014 Napanook is a blend of 88% Cabernet Sauvignon, 3% Cabernet Franc and 9% Petit Verdot, showing notes of loamy earth, Christmas fruitcake, black cherry and blackcurrant fruit and underbrush in a supple, fragrant and lush heady style. It is another successful wine that should drink beautifully young and age nicely for up to 20 years.
100142;2016 Michel Guignier Beaujolais;Gamay from France;Red;['Gamay'];11.54;750 mL;12.5;France;Beaujolais;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;"Michel Guignier is a fourth generation vigneron in Villié Morgon, in the heart of the AOC Morgon appellation in Beaujolais. Following in the footsteps of the famed “Gang of Four” in Morgon, Guignier is committed to producing wines in the most natural way possible in order to both protect the environment and create wines that are alive and transmit a sense of place. He is in the process of slowly converting his estate to full organic certification, though has been planting grass and herbs between the rows as well as ploughing and composting for many years.The Morgon appellation is characterized by soils of decomposed granite and crumbly schist referred to regionally as “rotten rock”. Many of Guignier’s vines are up to 70 years old, all are tended by hand with yields kept to a minimum. Guignier feels that when grapes arrive at the cellar at full physiological ripeness then you have everything you have to make a top wine. As such, grapes are picked entirely by hand and rigorous sorting is done both in the vineyard and in the cellar before the grapes go into cement vats for vinification.<BR><BR>Guignier follows a traditional vinification “à la Beaujolaise” with no de-stemming and with only indigenous yeasts used for the fermentation. The wines are macerated for 6-7 days for the Beaujolais and up to 14-15 days for his top Morgons. Guignier uses a vertical wooden press that slowly and gently presses the grapes. After pressing, most of his wines are returned to cement to finish their alcoholic and malolactic fermentations. His top cuvée, the Morgon “Bio-Vitis”, however, is raised in neutral burgundy barrels. The élévage is between 5 and 15 months depending on the terroir and the quality of the vintage. Vintages with more tender, forward fruit are bottled a bit earlier, while the more structured years receive a longer time in vat or wood before bottling. Guinier uses minimal doses of S02, though he prefers to add it after the malolactic rather that at bottling as he feels it integrates better into the wine. He also makes several cuvées for the French market that are made entirely without sulphur at all.<BR><BR>Guignier’s wines display that transparent, ethereal, soil-driven quality that makes naturally-made, top Beaujolais so unique and joyful to drink. Among them are a fresh and charming Beaujolais AOC made from 50 year old vines, a rich and well structured Morgon Vieilles Vignes from 60-70 year old vines, and the complex and seductive Morgon Bio-Vitis made exclusively from fruit from La Roche Pilée, a south facing vineyard of pure, decomposed rock located at the base of the Cote de Py.<BR><BR>Michel Guignier is clearly a rising star who will soon join the ranks of the many luminaries in the village of Morgon."" - Importer"
100144;2015 Duckhorn Decoy Zinfandel;Zinfandel from United States;Red;['Zinfandel'];14.03;750 mL;13.5;United States;California;Cork;jam,   blueberry,   black pepper,   cherry,   plum,   boysenberry,   cranberry and   licorice;candy,   vanilla,   oak,   smoke,   tar,   musk and   mushroom;Fruity and medium bodied, this is a lighter version of most zinfandels. There is still that spiciness on the back end that most zinfandel drinkers are looking for!
100205;2014 Peju Merlot;Merlot from United States;Red;['Merlot'];27.99;750 mL;15.3;United States;California;Cork;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast and   tar;violet,   rose,   truffle,   earth,   coffee and   leather;"This is a round, juicy Merlot with tannins that are supple but pronounced a solidly built wine that is drinkable and fruit forward now but will also fare well with age. The nose is full of ripe blackberry and plum, and more bright berries and currants on the palate along with hints of anise, cocoa and vanilla bean."" - Distributor"
100224;2012 Giovanni Manzone Barolo Gramolere;Nebbiolo from Italy;Red;['Nebbiolo'];69.99;750 mL;14.0;Italy;Piedmont;Cork;blackberry,   cherry,   smoke and   earth;truffle,   cherry,   plum,   leather and   vanilla;"This elegant Barolo is lively ruby red with a thick texture. Typical rose, cherry and wild fruit notes with a slightly spicy and balsamic touch. Silky, full and supple with balanced tannins and a good acidity which makes it an excellent choice over roasts, game and seasoned cheeses.<BR><BR>100% Nebbiolo sourced from the Gramolere vineyard in Monforte d’Alba. Traditional-style Barolo, fermented using natural yeasts with long skin contact. Ageing is carried out in botti and tonneaux (500lt and 700lt in size) for 36 months. Unfiltered.<BR><BR>With 4 hectares, Gramolere represents the largest production Barolo for the Manzone family. Annual production varies based on whether the Riserva is made in the specific vintage. <BR><BR>Gramolere is the very first Barolo made by the family in the 1960’s and labeled as ‘Gramolere’. Gramolere faces Bussia and the soil composition is very similar deriving in wines that show similar style and elegance as Bussia. <BR><BR>Of the 3 Barolos it should be tasted first.<BR><BR>Manzone’s high-elevation vineyards and their extreme steepness foster naturally low-yielding vines which produce wines that are approachable while young, yet remain amongst the most concentrated and longest-lived of all Barolos. <BR><BR>Principles of natural, non-invasive agriculture are followed in the vineyards: no insecticides or fertilizers have ever been used. Minimal amounts of SO2 are added and all the wines are unclarified and unfiltered."" - Importer"
100225;2016 Delaille Unique Sauvignon Blanc;Sauvignon Blanc from France;White;['Sauvignon Blanc'];12.99;750 mL;13.0;France;Loire;Cork;grass,   gooseberry,   grapefruit,   lime,   melon,   citrus,   mineral and   flint;apple,   pear,   kiwi,   citrus,   stone,   grapefruit and   melon;"Domaine du Salvard has been a working domaine since 1898, through five hardworking generations of the Delaille family. Today, all forty-two hectares of vineyards are farmed by the capable brother team of Emmanuel and Thierry Delaille, with help from their father Gilbert. To our delight, they have carried on the traditions established by their ancestors, producing a true, classic Cheverny that is both simple and elegant. The Delaille brothers have focused their attention on growing fresh, lively Sauvignon Blanc, deeply rooted in the sand, clay, and limestone plains of northeastern Touraine. Pinot Noir, Gamay, and Cot constitute their red grape holdings, creating youthful reds with great aromatics. Gilbert and his sons have also made their own contributions to the heritage of the domaine, including the introduction of sustainable farming practices into the vineyards, as well as temperature-controlled vinification equipment to the winery. Until finally achieving A.O.C. status in 1993, Cheverny was widely regarded as one of the best V.D.Q.S. (Vin de Qualité Superieur) of the Loire. However, some argue that this A.O.C.-in-waiting designation was a political maneuver by the I.N.A.O. to keep Cheverny’s delicious, sprightly Sauvignon Blanc out of competition with the other more famous appellations of Sancerre and Pouilly-Fumé. Kermit was the first to discover the charm and value of Cheverny back in 1978 when he imported the Domaine Jean Gueritte. He took on the Cheverny of Domaine du Salvard in 1992, a year before the status change in the appellation. We continue to tout the domaine’s wine as one of the greatest values for Sauvignon Blanc perfection."" (Importer's notes)"
100251;2016 The Pinot Project Pinot Noir;Pinot Noir from United States;Red;['Pinot Noir'];9.6;750 mL;13.5;United States;California;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;<b>About the producer</b>
100258;2012 Solid Wine Cellars Proprietary Blend;Blend from United States;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot'];28.99;750 mL;14.4;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   tobacco,   raspberry,   cassis,   violet,   pepper,   green bean,   black cherry,   plum,   smoke,   toast,   tar,   lead,   cedar,   molasses and   dark fruit;currant,   blackberry,   cherry,   cedar,   cigar box,   tobacco,   broccoli,   berry,   flower,   violet,   rose,   truffle,   earth,   coffee,   leather,   mocha and   vanilla;Bold, well structured and nicely dry, this wine has plenty of dark-red color, appetizing black-cherry and wild-berry aromas, and ample but not overripe fruit flavors. A full-bodied, grown-up kind of wine, it doesn't overdo anything and will be great at the dinner table. -JG
100259;2010 Chateau Tourteran;Blend from France;Red;['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc'];19.99;750 mL;13.5;France;Bordeaux;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   black cherry,   plum,   smoke,   toast,   tar,   tobacco,   raspberry,   cassis,   violet,   pepper and   green bean;currant,   blackberry,   cherry,   cedar,   cigar box,   violet,   rose,   truffle,   earth,   coffee,   leather,   tobacco,   broccoli,   berry and   flower;"Belonging to the same owner as the Chateau Ramage La Batisse, Chateau Tourteran produces a very aromatic wine, vinified according to more traditional methods."" - Importer"
100265;2015 Trig Point Diamond Dust Cabernet Sauvignon Alexander Valley;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];19.98;750 mL;14.5;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;"Bright, deep garnet. Offers an impressive mix of red cherry, blackberry, and espresso notes fanning out to dried herb and tobacco accents. The mid-palate is soft and expansive with roasted coffee and ripe blackberry flavors. Finishes with soft, supple tannins.""- Winery"
100266;2015 Chappellet Mt Cuvee;Blend from United States;Red;['Merlot', 'Cabernet Sauvignon', 'Malbec', 'Petit Verdot', 'Cabernet Franc'];24.0;750 mL;14.5;United States;California Napa;Cork;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   blackberry,   cherry,   asparagus,   spice,   ginger,   vanilla,   pepper,   earth,   green,   mocha,   lead,   cedar,   molasses,   dark fruit,   tobacco,   raspberry,   cassis,   violet and   green bean;violet,   rose,   truffle,   earth,   coffee,   leather,   currant,   blackberry,   cherry,   cedar,   cigar box,   spice,   mocha,   vanilla,   tobacco,   broccoli,   berry and   flower;"This inviting wine offers a complex array of elegant aromas that include spicy red fruit, black cherry, sage, anise, clove and cocoa powder. The palate is silky and balanced, with a plush, mouthcoating texture that makes the wine immediately approachable and delicious. Flavors of red currant and cassis are underscored by hints of smoke and vanilla, while semalessly integrated tannins add length and structure to this complex blend of Bordeaux varietals."" - Winery"
100283;2015 Columbia Crest H3 Cabernet Sauvignon;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];12.09;750 mL;;United States;Washington;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;This bold Cabernet opens with flavors of black cherries and blackberries with a touch of currants and vanilla, complemented by earth and mineral notes. Deep berry flavors lead to a soft tannin cocoa finish.
100298;2016 Redheads Studio Yard Dog Red;Blend from Australia;Red;['Sangiovese', 'Merlot', 'Cabernet Sauvignon', 'Lagrein'];9.95;750 mL;14.5;Australia;South Australia;Screwtop;red fruit,   strawberry,   raspberry,   currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   blackberry,   cherry,   asparagus,   spice,   ginger,   vanilla,   berry,   sour cherry,   tobacco,   leather and   mushroom;asparagus,   green pepper,   red fruit,   violet,   rose,   truffle,   earth,   coffee,   leather,   currant,   blackberry,   cherry,   cedar,   cigar box,   berry,   sour cherry,   tobacco and   mushroom;<b>About the producer</b>
100313;2013 Schramsberg Blanc De Noirs Brut;Blend from United States;White;['Pinot Noir', 'Chardonnay'];29.58;750 mL;12.7;United States;California;Cork;ripe cherry,   plum,   strawberry,   raspberry,   mushroom,   apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;barnyard,   cherry,   plum,   game,   tomato,   apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Blanc de Noirs (white from black) is the counterpart to Blanc de Blancs (white from white). Made primarily from the red grape Pinot Noir, this is a complex, medium-bodied, brut sparkling wine. Schramsberg pioneered the Blanc de Noirs style in the United States, releasing the first such American sparkler in 1967. The key to producing this complex Blanc de Noirs is our vast and varied focus on diverse cool-climate vineyards. Pinot Noir from Carneros and Anderson Valley combine with fruit from low-yielding Sonoma and Marin coastal vineyards to develop a sparkling wine with a breadth of fruitful aroma and flavor. Select Chardonnay lots give zest and backbone to the blend.
100318;2015 Ravines Riesling Dry;Riesling from United States;White;['Riesling'];13.59;750 mL;12.5;United States;New York;Cork;apple,   pear,   peach,   apricot and   honey;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;Ravines own unique style of Riesling: an elegant, dry style with delicate, complex aromatics, distinct minerality, and vibrant acidity. The gentle extraction methods allow the cool-climate character to shine. The nose displays white flower notes, citrus, white peach and apple aromas as well as a distinct minerality. On the palate, the Finger Lakes acidic backbone provides great focus, liveliness. The aging on the fine lees has resulted in a gentle round texture supporting the floral and mineral elements of this Riesling. A long, clean finish promises a bright evolution of this wine.
100362;2012 La Torre Brunello Di Montalcino;Sangiovese from Italy;Red;['Sangiovese'];59.99;750 mL;13.5;Italy;Tuscany;Cork;red fruit,   strawberry and   raspberry;asparagus,   green pepper and   red fruit;"Bright red-ruby. Nicely ripe aromas of raspberry, red cherry syrup, minerals and rose petal are concentrated but fresh. Then juicy, intense and sharply delineated, with lovely lift to the very pure flavors of redberries, minerals and licorice. Knockout, silky-sweet wine that is at once ripe and vibrant, finishing with lovely aromatic persistence and noteworthy minerality. One of the best young La Torre Brunellos I remember; already irresistible now, but will repay cellaring."
100368;2016 Schmitt Sohne Riesling Relax;Riesling from Germany;White;['Riesling'];8.19;750 mL;9.0;Germany;Germany;Screwtop;apple,   pear,   peach,   apricot and   honey;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;"This fine Riesling wine offers an extraordinary premium wine quality. With forward fruit and floral aromas of apples and peaches with just a hint of citrus, the wine’s natural acidity gives it a perfect balance that is refreshingly crisp and leaves your mouth watering."" - Winery"
100374;2014 Scinniri Terre Siciliane Igt Rosso;Blend from Italy;Red;['Nerello Mascalese', 'Cesanese', 'Petit Verdot'];16.98;750 mL;14.0;Italy;Sicily;;red cherry,   raspberry,   licorice,   tobacco,   sweet spice,   mineral,   blueberry,   leather,   dark fruit,   earth,   mushroom,   blackberry,   lead,   cedar and   molasses;red cherry,   raspberry,   licorice,   tobacco,   sweet spice,   mineral,   blueberry,   leather,   dark fruit,   earth,   mushroom,   mocha and   vanilla;<b>From winemaker Andrea Franchetti: </b>
100376;2016 Crosby Rose;Blend from United States;Rose;['Grenache / Garnacha', 'Mourvedre / Mataro / Monastrell / Garrut'];10.99;750 mL;13.0;United States;California;Screwtop;"black currant,   blackberry,   dust,   leather,   blackberry
,   violet
,   oak
,   smoke
,   toast
 and   vanilla";"vanilla,   toast,   smoke,   tobacco,   dark fruit,   red fruit,   thyme
,   clove
,   cinnamon
,   black pepper
 and   mint";"Crisp refreshing rosé with a classic pale hue and notes of strawberry, melon and citrus. Balanced for a rounder mouthfeel without sacrificing a dry finish."" - Distributor"
100378;2014 Milziade Antano White Label Montefalco Rosso;Blend from Italy;Red;['Sangiovese', 'Sagrantino', 'Merlot'];14.99;750 mL;13.5;Italy;Umbria;Cork;red fruit,   strawberry,   raspberry,   dark fruit,   plum,   cinnamon,   earth,   blueberry,   currant,   black cherry,   bell pepper,   olive,   oak,   smoke,   toast and   tar;asparagus,   green pepper,   red fruit,   dark fruit,   plum,   cinnamon,   earth,   blueberry,   violet,   rose,   truffle,   coffee and   leather;"70% Sangiovese, 15% Sagrantino, 15% Merlot aged 30 months in large French oak casks. Montefalco Rosso’s show very similar qualities to that of Brunello but with a riper, juicier fruit core and softer tannins. Rich dark berries, black plum, cassis, savory herb, leather, earth, spices and licorice balanced by smooth velvety tannins. This is a full bodied, intense & opulent wine."" - Importer"
100383;2014 Domaine Du Tremblay Les Demoiselles Tatin Pinot Noir;Pinot Noir from France;Red;['Pinot Noir'];19.99;750 mL;12.5;France;Loire;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Red fruits aromas and spicy mouth. A versatile red to enjoy with poultry, red meat or even fish. Around 1400 cases produced."" - Importer"
100386;2016 Fontbrune Bandol Rose;Blend from France;Rose;['Mourvedre / Mataro / Monastrell / Garrut', 'Grenache / Garnacha', 'Cinsault'];12.99;750 mL;13.5;France;France;Cork;"blackberry
,   violet
,   oak
,   smoke
,   toast
,   vanilla,   black currant,   blackberry,   dust,   leather,   strawberry and   musk";"thyme
,   clove
,   cinnamon
,   black pepper
,   mint,   vanilla,   toast,   smoke,   tobacco,   dark fruit,   red fruit,   game,   tar and   dust";Rose season is here!  One of the best regions for high end rose is the Bandol.  It is rare ot find a wine of this caliber at this price point!  Crisp and delicious, the wine is driven on minerality and tart cherries.  A really spectacular wine for the price!
100389;2012 Camigliano Brunello Montalcino;Sangiovese from Italy;Red;['Sangiovese'];29.89;750 mL;14.0;Italy;Tuscany;Cork;red fruit,   strawberry and   raspberry;asparagus,   green pepper and   red fruit;<b>ABOUT THE PRODUCER</b>
100412;2016 Edmunds St. John Bone Jolly Rose Witters Vineyard;Gamay from United States;Rose;['Gamay'];21.99;750 mL;12.4;United States;California;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;"Pretty pale-pink color with a little blue around the rim. Very fresh, penetrating nose. Juicy and precise on the palate, mouth-watering, showing lot of depth. The finish is long and clean. This is already really versatile at the table, as always."" -Winery"
100413;2012 Waters Interlude Red Walla Walla;Blend from United States;Red;['Merlot', 'Cabernet Sauvignon', 'Malbec', 'Petit Verdot'];22.98;750 mL;14.5;United States;Walla Walla Valley Washington;Cork;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   blackberry,   cherry,   asparagus,   spice,   ginger,   vanilla,   pepper,   earth,   green,   mocha,   lead,   cedar,   molasses and   dark fruit;violet,   rose,   truffle,   earth,   coffee,   leather,   currant,   blackberry,   cherry,   cedar,   cigar box,   spice,   mocha,   vanilla and   tobacco;Fruit was sourced from Stone Tree, Seven Hills, Cold Creek and Old Stones vineyards. This is one of the few wines where we focus on the wine as a greater sum than its parts as opposed to the wine as a vehicle for showing the vineyard.
100425;2015 Ferrari Carano Chardonnay;Chardonnay from United States;White;['Chardonnay'];16.67;750 mL;13.8;United States;California;Screwtop;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;"The 2015 Ferrari-Carano Chardonnay from Sonoma County has superior lots of wine from our vineyards in Alexander Valley, Dry Creek Valley, Russian River Valley and Carneros. This full-bodied and refreshing Chardonnay boasts aromas of graham cracker, quince, lemons, orange blossoms, lychee, and white peaches perfectly balanced by flavors of Meyer lemon, pear and butter cream with a toasty vanilla finish."" -Winery"
100467;2014 Chateau De Chamirey Mercurey Rouge Les Ruelles Monopole 1er Cru;Pinot Noir from France;Red;['Pinot Noir'];39.98;750 mL;13.5;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Built in the 17th century, Château de Chamirey overlooks the vineyards of Mercurey in Côte Chalonnaise.  In 1934, Marquis de Jouennes, father-in-law of Bertrand Devillard and grand-father of Amaury and Aurore (present owners), produced his first bottle of red Mercurey.  At that time, people were already accustomed to speaking about Château de Chamirey without mentioning the appellation.  It spans an area of 92 acres of which 37 are classified Premiers Crus. There are 67 acres planted with Pinot Noir and 25 with Chardonnay grapes.  They all perfectly reflect the richness of the Côte Chalonnaise terroir."" -Importer"
100491;2014 Laureau Savennieres Les Genets;Chenin Blanc from France;White;['Chenin Blanc'];37.98;750 mL;14.0;France;Loire;Cork;honeysuckle,   quince,   melon and   cantaloupe;honeydew,   iodine,   grass,   citrus,   melon and   kiwi;"Pure chenin blanc from some of the highest vines in the appellation. Hand harvested and natural yeast fermentation in tank. Of the four wines that Damien produces, the largest are Les Genets and Bel Ouvrage which correspond to the two main soils types he farms in Savennieres: sandy, decomposed schist and a heavier more clay-like soils with volcanic inclusions. The Genet comes from the lighter sandier soils and is a brighter, more open-knit expression of Chenin that is aged in a combination of vat and cask (90%/10%) for 18 months before release."" - Importer"
